,recency,frequency,monetary_value
0,2.3016114353168216,-0.7528875434252121,-0.7237382112759089
1,-0.9064656103485335,1.0424666455956468,1.7316172224055821
2,-0.18365812783751218,-0.46363603519407376,0.3001279139282032
3,-0.7381405801747339,-0.044720057755873316,0.27751699579297845
4,2.1431878775061866,-0.6032746943401406,-0.5332345321522219
5,-0.5698155500009345,0.17471212090223168,0.15666337590871138
6,1.093631807010731,-0.7329391635472026,-0.6730359761024395
7,1.370873033179342,-0.1943329068409449,-0.10881694558778783
8,1.1926465306423777,-0.6431714540961596,-0.46202352769510213
9,-0.6985346907220753,-0.1843587169019401,0.8778998228111338
10,-0.5995199670904285,0.5337829587064035,2.8126971170307224
11,-0.9064656103485335,-0.583326314462131,-0.058308404346441974
12,-0.8470567761695454,1.7606083212039907,2.834265506060695
13,-0.4113919921902997,0.5138345788283939,0.792805520925054
14,1.915454013153399,-0.673094023913174,-0.6155544533046524
15,-0.8965641379853688,1.960092119984086,2.2127643435607363
16,0.16289340487325146,-0.5434295547061119,-0.40927041559326777
17,-0.8470567761695454,0.07497022151218395,0.024319148345243263
18,1.9550599026060578,-0.5434295547061119,-0.5410449551210788
19,-0.8866626656222041,-0.6631198339741692,-0.6275179020534485
20,-0.4212934645534644,0.8928537965105753,1.2961989598726122
21,-0.48070229873245246,-0.14446195714592103,0.3518100125230025
22,-0.2133625449270062,-0.25417804647497355,0.0157396465282495
23,2.1530893498693513,-0.6331972641571548,-0.5160299534753817
24,-0.6787317459957459,-0.4436876553160642,-0.3004998789452846
25,-0.8965641379853688,-0.5933005044011358,-0.4642908860770168
26,2.19269523932201,-0.004823297999854224,0.2037822733378983
27,0.36092285213654496,1.4115116733388235,1.5599246422192878
28,-0.11434782129535946,-0.363894135804026,-0.23933817143715366
29,-0.7084361630852399,0.2744540202922794,0.8261322710109861
30,-0.8767611932590395,0.1348153611462126,0.303956217527818
31,0.905503832110602,0.22458307059725555,0.3240946895882914
32,-0.6391258565430873,-0.47361022513307854,-0.40120363300836526
33,2.4204291036747976,-0.673094023913174,-0.49478058974537725
34,-0.7678449972642281,0.22458307059725555,0.8603705219539692
35,-0.1341507660216888,-0.453661845255069,-0.4105009417502868
36,-0.7084361630852399,0.22458307059725555,-0.46117469252197324
37,-0.2133625449270062,-0.13448776720691627,0.17785007395479369
38,-0.2925743238323236,-0.5035327949500928,0.001178420336857672
39,-0.7678449972642281,0.8130602769985371,0.9843460322736367
40,-0.5698155500009345,0.4839120090113796,0.6491529858537954
41,-0.4708008263692878,0.07497022151218395,0.20807772112675174
42,0.2520066561417335,-0.1843587169019401,-0.09215357054482179
43,2.073877570964034,-0.7229649736081978,-0.6757135098700273
44,2.2719070182273273,-0.6631198339741692,-0.595216590431699
45,-0.4311949369166291,-0.7129907836691931,-0.4903370230672529
46,0.5490508270366737,-0.23422966659696398,0.2506505080313964
47,-0.7084361630852399,0.3043765901092937,1.1452658117056576
48,-0.4311949369166291,-0.004823297999854224,0.24935731619045512
49,-0.5995199670904285,0.35424753980431756,0.8956399082414916
50,-0.14405223838485348,0.36422172974332234,5.575262520820584
51,2.0540746262377048,-0.49355860501108806,-0.3357350839506676
52,-0.18365812783751218,-0.16441033702393057,-0.02479935408909958
53,-0.26286990674282956,-0.3738683257430308,-0.32828926132463115
54,1.2223509477318717,-0.5933005044011358,-0.40333996314207887
55,-0.8965641379853688,1.2020536846197232,1.3150613307332142
56,0.19259782196274547,-0.4337134653770594,-0.34285618439637955
57,-0.2925743238323236,-0.4835844150720833,-0.38170321154782755
58,-0.7678449972642281,-0.31402318610900215,-0.26441583876677294
59,0.024272791788945997,-0.3838425156820356,-0.26595969334340325
60,-0.9163670827116981,0.4839120090113796,0.32967763233772956
61,0.6876714401209792,-0.47361022513307854,0.27945963199456875
62,-0.15395371074801817,-0.4137650854990499,-0.2809766699633207
63,1.004518555742249,-0.47361022513307854,-0.39176390225752944
64,-0.8074508867168867,-0.4237392754380547,-0.32018829745758914
65,-0.6688302736325813,2.21942105839821,3.7638083832010847
66,-0.8371553038063807,0.19466050078024122,1.4128197976519483
67,-0.5005052434587818,-0.6631198339741692,-0.5776701989334647
68,-0.5698155500009345,1.6209696620579237,2.9316024038330433
69,-0.5005052434587818,0.3043765901092937,2.158495861284054
70,-0.9163670827116981,3.416323851078783,6.896334894226932
71,-0.08464340420586543,-0.23422966659696398,-0.28781862327156077
72,-0.1341507660216888,-0.4137650854990499,3.736856442234154
73,0.0638786812416047,-0.6132488842791454,-0.43376130424616044
74,-0.9064656103485335,1.2319762544367376,2.0658304054040935
75,-0.7876479419905573,0.204634690719246,0.9322594551735208
76,2.707571802206573,-0.6631198339741692,-0.6248688526876437
77,-0.8965641379853688,-0.6531456440351644,-0.6257176878607726
78,-0.7183376354484047,0.992595695900623,2.1278124636835707
79,-0.7084361630852399,-0.7329391635472026,-0.6477418273192705
80,-0.35198315801131164,-0.1943329068409449,-0.15273419625658277
81,1.4797892291741535,-0.5135069848890976,-0.4522875591657247
82,-0.4906037710956171,-0.5534037446451167,-0.4676919236498888
83,-0.7084361630852399,1.1322343550466898,1.5933482392712817
84,0.6183611335788265,-0.6930424037911835,-0.6110083427801098
85,-0.8173523590800514,2.7680015050434728,4.365581249026243
86,-0.7579435249010633,-0.5434295547061119,-0.47958700983440616
